group,mean_r,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20
0,0.031098721703993297,0.00984423915084326,0.02597361850704497,0.02847052004448029,0.018694398594166522,0.017329712873986346,0.036785746752979985,0.027596164670912686,0.03479703706075339,0.031656145507243084,0.014347215580134309,0.03872426823906018,0.019931111251957324,0.04931804853524156,0.02537394341106345,0.053446528384751335,0.04448814457943073,0.03280517654450641,0.047970047348531636,0.025106655069849725,0.03931571197292874
0,0.029972978541412943,0.02235586920529002,0.02177018261959824,0.031499331263213616,0.026799514730576905,0.0517679002100066,0.03181918109948514,0.02732259338213444,0.01616070685528711,0.03086786274343854,0.027028566604892754,0.04088799598548926,0.03983268721255542,0.03421133885069989,0.025351904912832166,0.03195292789362312,0.03693998258689259,0.030632734856184198,0.013959251875693874,0.03731793370335441,0.020981104237010547
0,0.030617787053776185,0.03632212075466148,0.03569835868629802,0.02421364101467051,0.029192953228951407,0.034444455823570835,0.03319750803402516,0.03714673159386449,0.023353833071190978,0.020548428582134418,0.030245360765702382,0.02816150044971982,0.02432442521039567,0.03975599142626093,0.020229604144679836,0.020239078127250825,0.033470321966611156,0.035882788966662776,0.035882100767523864,0.04438209407177488,0.02566444438957437
0,0.033978736254829896,0.03532617420071624,0.05010722154956389,0.03960694032853638,0.01770998787895633,0.03502190336294131,0.04162965813287341,0.03219780799196501,0.03487796521369804,0.030045033714382267,0.03079490529694963,0.03515171184645193,0.018119814070965322,0.042815856123057404,0.042335689379958914,0.005492599525661869,0.037171095134812725,0.033960523435570135,0.03664024404980029,0.04125883046881934,0.039310763390917436
0,0.03029519066048091,0.038501029916961346,0.024713432028388285,0.029888472974811585,0.0202099987613462,0.04167658753988748,0.037493899394467164,0.030333059045236525,0.013392177971796732,0.015689114645431667,0.031696272920977604,0.035796580792163295,0.031700512201350756,0.03148295864070039,0.03242523115335457,0.02889194005893646,0.030861322741087122,0.027118361848016446,0.0313238274657696,0.03531193507655172,0.03739709803238318
0,0.02899070890628938,0.03167206316550165,0.042710065220240234,0.02334232648734,0.02261312621332468,0.03670681808232844,0.029836860862457217,0.03765209389497303,0.04053598235351614,0.0095970701931004,0.027259195045835162,0.028413133583464537,0.025005088189621362,0.04728161351557992,0.02485208682485512,0.010855946869980652,0.03561900106257299,0.0306877121483165,0.03325499772705685,0.016778850189635673,0.025140146496087132
0,0.031648675756184165,0.02818132616424588,0.03539551403366127,0.03843479510246513,0.04424646087990275,0.02850169131641723,0.030501335745563105,0.02338553957435853,0.03090838837927496,0.033537371916946265,0.016261929615237106,0.03441285574655976,0.026412798490058054,0.03633862375865081,0.020498154790721687,0.034266063082455105,0.03362862341266762,0.03313210212300686,0.04746811449640918,0.027485082163176803,0.029976744331905156
0,0.028589211024291482,0.04170171444459572,0.03134438050205743,0.037890940484455904,0.03774825437327945,0.030428275802259805,0.015260982566541268,0.025565053859796287,0.015808439875424553,0.04692848556398229,0.018221510119112612,0.016947913581957786,0.03119290423379283,0.03963512104031582,0.025964205294681443,0.03007418073370539,0.022695001423658302,0.04396468551607074,0.01740270422123983,0.01566115113013614,0.02734831571876619
0,0.026292999332382754,0.0430879810725539,0.027344180323753905,0.028072867703292703,0.022150409634885716,0.03386986867364665,0.013438077822506795,0.025120007942140667,0.03567054131333683,0.028841509195557842,0.016203615814396458,0.013921799824651762,0.02202599920945334,0.0164840902211821,0.04224701083891401,0.05181929971153813,0.02996148746986588,0.031311015176396555,0.009469394629390376,0.003948345044908871,0.030872485025282524
0,0.029938641813836535,0.034644833210781746,0.04075356717919124,0.020293900659861835,0.04608055135825341,0.023517643332864744,0.02942953774597778,0.016321501108118412,0.025498606252859598,0.03203890570523714,0.0386681842126959,0.012363254311387115,0.037283109936927177,0.03791360427486554,0.036917225100942586,0.04256928448946651,0.016613280270016767,0.027143215366963614,0.028086490340959842,0.021510071490907577,0.031126069928452176
