group,mean_r,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
0,0.0309203439199734,0.025274968331788352,0.032776595130154275,0.027561459032963826,0.0345708625346776,0.02200880278739143,0.038536126154571686,0.024311342143645387,0.017589866188112143,0.04069907703895874,0.03129748679138165,0.026799929649281316,0.03114600698489314,0.017013605869951872,0.033060486164819186,0.046951603524969215,0.03457112339066515,0.028305325441023755,0.04563938165384737,0.03643561520954794,0.02153190540964832,0.04539703199538831,0.028401332518114768,0.03779430431247607,0.03248172991160777,0.03598149799690502,0.03235474709574733,0.03264945785207343,0.021118122844479035,0.040773500924053796,0.021169734563087742,0.03183931484406453,0.021198505701016834,0.031075313303218444,0.043284901677678345,0.027593082938659315,0.01937331040853303,0.028102753995747597,0.04775795466335556,0.016878385537228143,0.0342668250705193,0.01602657831636599,0.015427758512690747,0.026876219532552488,0.0169697065184505,0.02465158627606183,0.029894804254469137,0.006850987391890537,0.05259096436669005,0.013680911993126137,0.04865416013586156,0.03099475852475004,0.039901515017745845,0.03814039023444958,0.04161259239409541,0.035662462686842436,0.05189551779428175,0.04404210048757909,0.02884354028400076,0.02497664400271193,0.023112436766503933,0.02087445384810392,0.031117098776448547,0.027080796080415616,0.02784510632331011,0.03475104162625555,0.023724693569838154,0.029433699685045292,0.013975215427019516,0.03203018517779275,0.027690332676699295,0.03272383427797499,0.043656547638266485,0.037058484734157036,0.03288229734623816,0.03857557706138985,0.02431778923838071,0.026133899248225036,0.046507030739200525,0.03540201257277137,0.047272834289767446,0.042387760469757695,0.020124654968687667,0.030552913867109538,0.03415918333497099,0.025958521584837718,0.03420448414796661,0.03621442132309403,0.034694771026669395,0.03419355691428777,0.020127178775184294,0.028813268908079455,0.024522606904613768,0.026662630372634152,0.016825172901300332,0.03358675969264812,0.042166128518078896,0.04274742808382636,0.01949321923397556,0.03920463765487242,0.015963149900078306
0,0.030730123863308326,0.03324378020597971,0.028555479726227434,0.02153223839883661,0.032773177348436475,0.009231241387266286,0.023919665195573384,0.02764365833304314,0.03438471113587254,0.0363476345950287,0.03192662656742302,0.0386126967751251,0.03881959397402585,0.03884509378537649,0.01654432736055423,0.04475238398681001,0.019793283504786974,0.046092921380167,0.03073842654906563,0.03821453371843216,0.030076845303815755,0.02686833369697442,0.04120670272000402,0.04709289709725842,0.03519436881077582,0.013742869597997913,0.03150770436967899,0.027891026990888263,0.03135103930139141,0.02450615255233674,0.033278524811229004,0.033413331625070986,0.01976364025530699,0.03506910295997492,0.021553388161196372,0.03763620431485518,0.016441464398378,0.01568758647228625,0.04019357185769891,0.023088415983475646,0.03926347121959806,0.03713945545985096,0.00915266914989861,0.03559292996471831,0.01653486747449219,0.009531853559467496,0.019726430431702434,0.01937282725955896,0.038861267640440025,0.02926810237325601,0.019701684188786553,0.03735177763564083,0.029975295948889615,0.03852219734978298,0.018129410271717886,0.030929315296814818,0.04451236280685085,0.042836669148577484,0.044997342158123024,0.02555236501389655,0.05237246864773659,0.031182117661289425,0.02347758222905444,0.02924404975203374,0.034935707145527725,0.022353505821222808,0.035694005951755564,0.02950334664233213,0.03644535558021085,0.026546564208021026,0.0365133688653998,0.033889015568089896,0.033806863016454546,0.026430785453882336,0.02329378261357143,0.029740427783481897,0.03593445257715697,0.032213992319328255,0.0380945321670481,0.03802244113214546,0.023119418412245345,0.029788133722562025,0.03374417694935906,0.039516133799968295,0.02958670313232137,0.013071009254344956,0.030207522923254883,0.04049764145150621,0.0385080593735823,0.03219013340441242,0.042913561253441174,0.019275999509408517,0.027747916898451533,0.04330213114073518,0.02239349393887278,0.038293647778745554,0.038924435300263356,0.021315924177200973,0.03230288908985706,0.027827712592168714,0.034304437531699705
0,0.03059901263511393,0.0335510360284703,0.028871798561957623,0.03104638944499372,0.03578498488290459,0.0327155074938463,0.01853537871121179,0.04114334054844518,0.017841532780629686,0.016709302118259405,0.032372708163908095,0.019753494675013014,0.03419894404814495,0.03886534531635508,0.021735499527775377,0.022789241820057093,0.019273907906123555,0.04304456921351055,0.03357343003579735,0.031047997718315706,0.04939675459663398,0.036413113046733524,0.0295539552610089,0.020124488569065208,0.02197736033653303,0.042351827189867915,0.04196998275443936,0.03321379704508468,0.05666513464937153,0.025131453297772492,0.032431644862957354,0.04363093770632793,0.01860338272564733,0.029816420882441786,0.03847930513175478,0.03321394566286939,0.042264486860882126,0.031485710328503204,0.024881294925833682,0.02996294622664092,0.02525346066936797,0.0273134955033197,0.01900155928289883,0.02657452517241952,0.027441735737341884,0.025918346276270134,0.03238106344764125,0.05457957117782347,0.035614536629601415,0.03435702417893174,0.008375576895227756,0.04484568318968027,0.01518763800398574,0.037449379191467756,0.02319990789579182,0.0331876258103437,0.04119423933515283,0.03978542391188625,0.030446356647845542,0.03726695692934497,0.03951112502920083,0.012735724001405564,0.029098453025878043,0.019157968495912468,0.043290092271528066,0.037302119100437583,0.014167105953594574,0.03522933591537111,0.021053923108567237,0.021831766829347437,0.03880913082850013,0.032890606359160406,0.031999924564946804,0.023941455343981507,0.029831927569208334,0.02488347218329094,0.032368746547024076,0.029941717303403108,0.043576979917899966,0.0021741234320542327,0.024094626038042022,0.028585513281020172,0.04601267823099281,0.021705794438165303,0.039230454257649774,0.013020103530842788,0.03264944733628716,0.03028841742074521,0.0339816161530411,0.01918740164026649,0.03277176192338986,0.042597985480180206,0.022443422014155914,0.028428245949004914,0.031429706964601775,0.027855032895198938,0.04518991948643672,0.03054163149905782,0.030035950545536184,0.025251598379946685,0.03700780132368717
0,0.030090786793931058,0.035306219811403965,0.004412353410079131,0.019949861671407068,0.041700879833941586,0.023892353026880385,0.021896402093630696,0.031959007240077004,0.018423564422634986,0.0326297313851739,0.028032249791229792,0.02781501228505976,0.030019086751255086,0.03749204899055573,0.035747935551401676,0.022197924617379558,0.034861325599118004,0.038201207939724154,0.020007880440080852,0.019800776485577154,0.04105927724569132,0.02229949523510997,0.03027994626588161,0.020369938994050145,0.03570429814364956,0.046183808215473826,0.039130427183734134,0.03129877585986513,0.023570325209513254,0.03941914719505028,0.03949947195285002,0.028922476591348244,0.012119335471679236,0.02630073248624444,0.03218602687267981,0.039579836427608296,0.016966593292742013,0.03333113320608812,0.03067201527936481,0.023229291611324837,0.01825162114271675,0.028449625313953064,0.025853080629515045,0.03777726232480782,0.019168297229904332,0.03537127927156006,0.0376467605567867,0.03503615610821049,0.029630535947265342,0.012961265212525705,0.042904774642739577,0.019530342481120136,0.036692897857913936,0.038303361204359156,0.042155791621405495,0.01254190860581976,0.024825975255211245,0.043057758024714315,0.026137003221068055,0.033399049893788495,0.017251179283076817,0.028277908694482778,0.041240476591220473,0.020812899313377094,0.045559475589433567,0.03850072525297036,0.032702622810576655,0.03025741753470726,0.03221798510229122,0.029688888163506375,0.04514384690727403,0.02863817603063679,0.03411378533234356,0.034338935504552,0.02672849443166085,0.042201361578830664,0.02982182442271801,0.02407978192379358,0.024383924679206727,0.02359392895862297,0.03181749246362457,0.03717540040296964,0.009409051254266155,0.03545203740354837,0.029630593228260615,0.049779800982243536,0.04777670258621395,0.037214975501969415,0.029770530343086864,0.02957063458520885,0.027945234237860658,0.03650724838059554,0.03294086517167167,0.012855215655447175,0.031009619119825995,0.02455289370912016,0.037359138391467296,0.025481463000642555,0.013123529793871023,0.03947763333968639,0.024512061104298866
0,0.0318729214553577,0.04510593021661279,0.04685517679147345,0.03338734538994196,0.03237268121647792,0.02205264171854442,0.03454556706362403,0.037756039678457747,0.027319512770335043,0.021623219278413763,0.02967492356128343,0.030303304782231172,0.03475262625712652,0.028369595750422756,0.021979534784136518,0.036654478306683655,0.03012980627287882,0.03182833593842551,0.04037665302420022,0.03626429354937777,0.02488387405420857,0.025811749078778264,0.025462414068241693,0.04196742843121535,0.01668280786323467,0.028391327764760926,0.03524999264967479,0.036878101576919016,0.04611236138878875,0.03230028185581485,0.039448239284594365,0.03855703388717596,0.03126867133623919,0.028006740650485792,0.021729516918780483,0.021348539328748476,0.016241851703504638,0.02293301925019458,0.015444019893789657,0.05101540434814674,0.034092673696236954,0.030226750985525862,0.04736865668675791,0.04379674409296218,0.024097421945661737,0.026209180334396693,0.041317285014934216,0.042813521096585934,0.03352814282148343,0.030123955323327577,0.026326197345276598,0.033019170589436195,0.0071351912822597355,0.045722864572682986,0.026153655231097677,0.05110206839518857,0.020339519598666454,0.026349301820567814,0.04663526686385985,0.04460865575151238,0.049962526322138864,0.033388719904935894,0.028057102907945282,0.03428729594216241,0.027135694454868516,0.03335440124378357,0.027417361549567823,0.060565288462687675,0.033989312835841654,0.039517815523397115,0.02437912596121209,0.03813622810341853,0.035570172382832166,0.02467579543911742,0.035717177519781686,0.04568632291903936,0.0241874502421959,0.019674563594538785,0.04491925669927842,0.03336823271780968,0.02716771172233028,0.03304055356552767,0.022348539244354974,0.03723183538581983,0.02685263374721236,0.01454722043585825,0.026029294371557238,0.035040434363758574,0.03546997938431937,0.025811706149497758,0.021785937399073245,0.014465916962864792,0.025545578343506382,0.04046899163213741,0.03861170105210075,0.02067229735206689,0.03569809477041937,0.03443079772027559,0.03052704314283429,0.001757352117911528,0.04374741681342577
0,0.031204118725826645,0.033897092573455266,0.055618808072642176,0.016923789862529445,0.021301845457924795,0.031379433006802314,0.026439063197231244,0.030090283671822482,0.02755860434286562,0.019060467244527646,0.01447682054015347,0.03277954837793694,0.047424065587253914,0.03782332037187901,0.03433491077025975,0.042475739333854165,0.031339847965963626,0.02819210206752723,0.039554984053820144,0.037993944690481105,0.03705426221057928,0.013516130624332968,0.039420358982954505,0.027568132438147087,0.036144867200507295,0.04374856880724172,0.04040357537634259,0.03813350124255447,0.029517094124861545,0.02917593314777062,0.019351355632662458,0.042344714328497485,0.02553078522157198,0.052647755373840685,0.03983862285610092,0.04029747865351077,0.04109493077673049,0.028260283283285195,0.042202812356144426,0.024820164842174475,0.02685176218121764,0.02345704324808428,0.047352364968560864,0.025293182178324655,0.016696462650708573,0.04375348419117733,0.03872579164842681,0.01804741767477386,0.02613191648292629,0.011971803073029492,0.020247459847615445,0.03422107541010242,0.022031505781236423,0.013131382642445687,0.02749984274284776,0.021426301780485556,0.02407869747970571,0.01745646944211207,0.026323924664191506,0.03562751576398697,0.013611735798261339,0.04082968072236934,0.025404899711336408,0.03743157021382461,0.03374567237083158,0.02413267922572504,0.03005412440996989,0.048928906985495145,0.023092462815965074,0.05050530945410825,0.042245527197717625,0.031113470950374193,0.03892340560231662,0.02456039589648977,0.036261796375457886,0.016213968060585164,0.034843243493776266,0.0378396351478736,0.024094350077333383,0.026253944077288403,0.030984104649100352,0.03444904928808035,0.033643427811259265,0.03396288826904232,0.04910000874289026,0.026040222531598028,0.02717981484271912,0.034816066667062065,0.014168677517543964,0.034257298709402445,0.04047043704871735,0.03285394537157867,0.03427024942006505,0.030286833038854374,0.020873467347172825,0.020621135963525702,0.04106496069362567,0.01938044517581023,0.04070197093599385,0.030683617180538237,0.03045507027028418
0,0.0314143695908951,0.04113694828009393,0.02829743541340123,0.026054496277930612,0.014511414728298639,0.03357605164334112,0.041491454842303786,0.03324191862781052,0.03708173293442005,0.030546297872565298,0.03301040258073098,0.023612195166710558,0.024558428340276876,0.05482732846401507,0.016120937177892578,0.01757328540165642,0.026151257671299465,0.025850335356981443,0.03363971460492404,0.03713691340688596,0.03122450757254462,0.03419623883557732,0.024468026621898984,0.01313316938446936,0.05459124304384594,0.03945040467106794,0.02077433512260655,0.02791100817168487,0.042611397548492844,0.03143694020703051,0.027550811302909026,0.03352302482130707,0.026002062435283496,0.04479431482295278,0.0550074865900627,0.04940049892331432,0.013303596585843746,0.02206466040787538,0.024069117567644127,0.035057658747954565,0.03151028713043683,0.03907631297994758,0.028766309039354593,0.024447171701999896,0.024151992766475703,0.03482793746847206,0.04725348254450262,0.03750819701408456,0.03325104999591265,0.04311158883722058,0.042657154111728046,0.026910968543395957,0.03044782290568587,0.012629357201045448,0.018998385075309335,0.02462377009003346,0.009860029886271285,0.027224439685398283,0.035017341204168,0.023626297040316956,0.045854365868463455,0.015323080297460262,0.03816043851074768,0.014198309981973821,0.044383273771923054,0.00597190636103289,0.038275590238211046,0.04493652057608642,0.024895365109025534,0.023785964406171173,0.028633414573718076,0.0232399629436061,0.04292271077205228,0.027494293466429225,0.0319363431470256,0.02391975326565147,0.026810918268277646,0.035843740041920855,0.025162582876721573,0.038269462970788704,0.03550187513360183,0.04110088277314468,0.040412187588599754,0.017902395911806368,0.032775059223712,0.0489850117887161,0.04550235170711799,0.039349593544835706,0.036389483307577776,0.03040257210557073,0.04093010537566295,0.031573241292700414,0.03017331249770269,0.029651012191162965,0.04205432498058126,0.03701932400937166,0.020142818931997097,0.025160243338801173,0.04260966382517872,0.01987022392021138,0.029024330796506025
0,0.030222863519156495,0.00632556255754518,0.029869092122768417,0.02210935975106105,0.04299702636369484,0.032661577589630744,0.030286500243218842,0.025913825002035512,0.04497618929953841,0.017053640107950956,0.03417312058911823,0.029043240479178473,0.030605129370934712,0.017679929851805914,0.04118311204596001,0.02420197631175283,0.037494360523970545,0.04068314398003568,0.018803691751344297,0.03500474368548258,0.01793648744261426,0.02313284203414296,0.023011542930059137,0.04259006377919732,0.030448193543782046,0.024611452886209657,0.033267788410267146,0.02054821592973344,0.03680335615353893,0.02605912077596974,0.019114563221044892,0.014565945193227093,0.040488785336923586,0.03796726071111412,0.02065909746681826,0.03251722785377354,0.010291514836631922,0.042643755994580215,0.0332553151160915,0.04374074487515289,0.044083250250875575,0.03421330902970421,0.03085135966303841,0.03110413204980087,0.0397860060099882,0.037096317187841836,0.033210475595492985,0.037422935296192894,0.026357007890030773,0.04061189081769965,0.052701032162563506,0.05096521749140903,0.029607859217163995,0.023957372134768267,0.027791970754776553,0.024148397469804746,0.0256847313917738,0.03844042882091246,0.03383375287416153,0.03936991440049213,0.004624600050385012,0.035323621047952336,0.025719765700334952,0.027119752217816994,0.030806233278993667,0.015888988510566866,0.037447425769327324,0.022454767611936145,0.037996090237947956,0.014736835608158106,0.032156097520961095,0.03517606528103694,0.023552186425800682,0.017702629387299693,0.029615904396372173,0.024091668172767637,0.035400474214250764,0.007641251229618642,0.01720982374787213,0.03911081797785104,0.013059410668003247,0.009570454487439085,0.04388620473910422,0.0016110354089586137,0.04085995853607009,0.04315034322315797,0.04728178655215052,0.03262883379871277,0.04497875910600186,0.015981725053252772,0.04004327412429437,0.04055995121015126,0.05823664314520538,0.040775668460425685,0.03131996830349514,0.0374758917693037,0.022800568940767856,0.03604481004136286,0.01305077956115221,0.0357356252439712,0.02350380452902739
0,0.03033424907074302,0.03903120839713382,0.02506880169654766,0.03190316197336538,0.02988327202987743,0.019609191322917094,0.023829391133558663,0.02268624538887027,0.03504497441419675,0.03338566589256118,0.03019285660545384,0.050809855123800415,0.02113576167775183,0.03331695864354547,0.03441156618009224,0.036858250896327,0.014047427098067906,0.026952163830044423,0.013548557114597255,0.03847471007511487,0.02843818766610306,0.041071781749322134,0.02624198722247159,0.03922384188406255,0.03681989937315065,0.044119902308982495,0.027572269125712184,0.013452001693347919,0.028233828897746685,0.036161176619237956,0.03718364399301385,0.03975133924876785,0.02783883665350886,0.022869199389368367,0.005469009914468994,0.036603827081492624,0.05418174818191347,0.034985359004035266,0.03868685929829054,0.04422960009139174,0.027168706586361373,0.027167103445489525,0.04428214297655171,0.02556523568626954,0.02852044038590898,0.024618978257142515,0.03542905604698582,0.036536917703603976,0.034558894548313866,0.041009276050305354,0.016641825838706742,0.034995245230278256,0.034844859480767376,0.007375093825095529,0.029426310583979945,0.012380399896168633,0.042301937232097755,0.04234178612884509,0.007551015562749452,0.02499305317497484,0.02637046965616459,0.03129280647827082,0.022328889937198615,0.026360548538608638,0.02033519272662747,0.016852154119535098,0.025445288676830297,0.029002049448298282,0.025672272145947046,0.03002838575352607,0.038806384716487195,0.038716520981157666,0.049736294483073165,0.04142038271265249,0.042862397487192644,0.029347802722166094,0.016640151404876218,0.029773196195151966,0.03101211571366739,0.02848778001102378,0.02784430057433876,0.02043790695675112,0.030934625871308206,0.035438438666370795,0.03417977236777332,0.020538656685610432,0.019152758302913034,0.024061992490785084,0.03883866239528146,0.03422169752928397,0.014882242656921557,0.024651159982763536,0.03547876128339896,0.025799566535607745,0.011152170535323983,0.038122886069774854,0.04158541724616438,0.044236081730911835,0.02214808606622718,0.04069991981827742,0.047496121869250264
0,0.028359206572855067,0.023998460765119384,0.035323586858907255,0.01255036383315062,0.0397744923620542,0.023083079172926953,0.036187943444913294,0.010258948178235843,0.04233487191468963,0.019792572863559767,0.0350682590437552,0.03191917507705828,0.023061022114920077,0.03043013992847552,0.03464853647763925,0.02849600280439762,0.026606712339292498,0.009615873981992859,0.04783749924695167,0.03866386567574329,0.023986067995198725,0.022248277466013225,0.024416301195666693,0.019989705993989783,0.02995386604564272,0.03855148455297412,0.01820168741273553,0.015440726405381576,0.029049405964328222,0.012871835098385825,0.03912843367409939,0.039730900994274815,0.009776899938299447,0.01722871740551472,0.04130057409418714,0.025913097850300108,0.04039161837511699,0.032407986353612105,0.04347718628883084,0.016007342365525715,0.021689009749127828,0.03249505680322138,0.031001551951595416,0.047000291062621,0.03640049451518858,0.03361887958415566,0.033311378699882446,0.036435086454652085,0.017594326218937358,0.019148229372142715,0.026765658207995195,0.022628968860255085,0.029388521256379228,0.0401159687103081,0.03243666645697025,0.03997646923972484,0.02165575539476673,0.019371535178926234,0.044108648780998974,0.009163566846153211,0.03749348591372651,0.01640384575027158,0.04091296800861531,0.03936696184237971,0.024153254922943453,0.03703098060570387,0.03385570093534819,0.030772530770237033,0.025070682288407697,0.02448172968971401,0.021104483879113255,0.035762134351124894,0.041299779805732816,0.013606908859528605,0.038804193121162,0.0146796958701824,0.02956338171443335,0.02094550596906843,0.03764776104038101,0.03444981076260871,0.03494330842175092,0.011127044785517692,0.024183596914365096,0.03172616980141457,0.02589293011978225,0.02020582536129099,0.031128104467298263,0.03800421369473306,0.029108547401931122,0.023042765543211455,0.04720264940975919,0.02885177177686746,0.03173282312865927,0.024093305721194915,0.02090128757598025,0.014002188313907739,0.025510926866134417,0.009623842055386314,0.03640783511848383,0.02009818233598099,0.02669795747331072
